infinitive_english,infinitive,mood,mood_english,tense,tense_english,verb_english,1st person singular,2nd person singular,3rd person singular,1st person plural,2nd person plural,third person plural,gerund,pastparticiple
"to regulate, adjust, control",regular,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,Regulate! Don't regulate!,,regula,regulad,,regule,regulen,regulando,regulado
"to regulate, adjust, control",regular,Imperativo Negativo,Imperative Negative,Presente,Present,Regulate! Don't regulate!,,no regules,no reguléis,,no regule,no regulen,regulando,regulado
to refuse,rehusar,Indicativo,Indicative,Presente,Present,"I refuse, am refusing",rehúso,rehúsas,rehúsa,rehusamos,rehusáis,rehúsan,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Futuro,Future,I will refuse,rehusaré,rehusarás,rehusará,rehusaremos,rehusaréis,rehusarán,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Imperfecto,Imperfect,"I was refusing, used to refused, refused",rehusaba,rehusabas,rehusaba,rehusábamos,rehusabais,rehusaban,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Pretérito,Preterite,I refused,rehusé,rehusaste,rehusó,rehusamos,rehusasteis,rehusaron,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Condicional,Conditional,I would refuse,rehusaría,rehusarías,rehusaría,rehusaríamos,rehusaríais,rehusarían,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Presente perfecto,Present Perfect,I have refused,he rehusado,has rehusado,ha rehusado,hemos rehusado,habéis rehusado,han rehusado,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Futuro perfecto,Future Perfect,I will have refused,habré rehusado,habrás rehusado,habrá rehusado,habremos rehusado,habréis rehusado,habrán rehusado,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had refused,había rehusado,habías rehusado,había rehusado,habíamos rehusado,habíais rehusado,habían rehusado,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had refused,hube rehusado,hubiste rehusado,hubo rehusado,hubimos rehusado,hubisteis rehusado,hubieron rehusado,rehusando,rehusado
to refuse,rehusar,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have refused,habría rehusado,habrías rehusado,habría rehusado,habríamos rehusado,habríais rehusado,habrían rehusado,rehusando,rehusado
to refuse,rehusar,Subjuntivo,Subjunctive,Presente,Present,"I refuse, am refusing",rehúse,rehúses,rehúse,rehusemos,rehuséis,rehúsen,rehusando,rehusado
to refuse,rehusar,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I refused, was refusing",rehusara,rehusaras,rehusara,rehusáramos,rehusarais,rehusaran,rehusando,rehusado
to refuse,rehusar,Subjuntivo,Subjunctive,Futuro,Future,I will refuse,rehusare,rehusares,rehusare,rehusáremos,rehusareis,rehusaren,rehusando,rehusado
to refuse,rehusar,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,"I have refused, refused",haya rehusado,hayas rehusado,haya rehusado,hayamos rehusado,hayáis rehusado,hayan rehusado,rehusando,rehusado
to refuse,rehusar,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,I will have refused,hubiere rehusado,hubieres rehusado,hubiere rehusado,hubiéremos rehusado,hubiereis rehusado,hubieren rehusado,rehusando,rehusado
to refuse,rehusar,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,I had refused,hubiera rehusado,hubieras rehusado,hubiera rehusado,hubiéramos rehusado,hubierais rehusado,hubieran rehusado,rehusando,rehusado
to refuse,rehusar,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,Refuse! Don't refuse!,,rehúsa,rehusad,,rehúse,rehúsen,rehusando,rehusado
to refuse,rehusar,Imperativo Negativo,Imperative Negative,Presente,Present,Refuse! Don't refuse!,,no rehúses,no rehuséis,,no rehúse,no rehúsen,rehusando,rehusado
"to reign, rule",reinar,Indicativo,Indicative,Presente,Present,"I reign, am reigning",reino,reinas,reina,reinamos,reináis,reinan,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Futuro,Future,I will reign,reinaré,reinarás,reinará,reinaremos,reinaréis,reinarán,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Imperfecto,Imperfect,"I was reigning, used to reign, reigned",reinaba,reinabas,reinaba,reinábamos,reinabais,reinaban,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Pretérito,Preterite,I reigned,reiné,reinaste,reinó,reinamos,reinasteis,reinaron,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Condicional,Conditional,I would reign,reinaría,reinarías,reinaría,reinaríamos,reinaríais,reinarían,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Presente perfecto,Present Perfect,I have reigned,he reinado,has reinado,ha reinado,hemos reinado,habéis reinado,han reinado,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Futuro perfecto,Future Perfect,I will have reigned,habré reinado,habrás reinado,habrá reinado,habremos reinado,habréis reinado,habrán reinado,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had reigned,había reinado,habías reinado,había reinado,habíamos reinado,habíais reinado,habían reinado,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had reigned,hube reinado,hubiste reinado,hubo reinado,hubimos reinado,hubisteis reinado,hubieron reinado,reinando,reinado
"to reign, rule",reinar,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have reigned,habría reinado,habrías reinado,habría reinado,habríamos reinado,habríais reinado,habrían reinado,reinando,reinado
"to reign, rule",reinar,Subjuntivo,Subjunctive,Presente,Present,"I reign, am reigning",reine,reines,reine,reinemos,reinéis,reinen,reinando,reinado
"to reign, rule",reinar,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I reigned, was reigning",reinara,reinaras,reinara,reináramos,reinarais,reinaran,reinando,reinado
"to reign, rule",reinar,Subjuntivo,Subjunctive,Futuro,Future,I will reign,reinare,reinares,reinare,reináremos,reinareis,reinaren,reinando,reinado
"to reign, rule",reinar,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,"I have reigned, reigned",haya reinado,hayas reinado,haya reinado,hayamos reinado,hayáis reinado,hayan reinado,reinando,reinado
"to reign, rule",reinar,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,I will have reigned,hubiere reinado,hubieres reinado,hubiere reinado,hubiéremos reinado,hubiereis reinado,hubieren reinado,reinando,reinado
"to reign, rule",reinar,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,I had reigned,hubiera reinado,hubieras reinado,hubiera reinado,hubiéramos reinado,hubierais reinado,hubieran reinado,reinando,reinado
"to reign, rule",reinar,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,Reign! Don't reign!,,reina,reinad,,reine,reinen,reinando,reinado
"to reign, rule",reinar,Imperativo Negativo,Imperative Negative,Presente,Present,Reign! Don't reign!,,no reines,no reinéis,,no reine,no reinen,reinando,reinado
to laugh,reír,Indicativo,Indicative,Presente,Present,"I laugh, am laughing",río,ríes,ríe,reímos,reís,ríen,riendo,reído
to laugh,reír,Indicativo,Indicative,Futuro,Future,I will laugh,reiré,reirás,reirá,reiremos,reiréis,reirán,riendo,reído
to laugh,reír,Indicativo,Indicative,Imperfecto,Imperfect,"I was laughing, used to laugh, laughed",reía,reías,reía,reíamos,reíais,reían,riendo,reído
to laugh,reír,Indicativo,Indicative,Pretérito,Preterite,I laughed,reí,reíste,rio,reímos,reísteis,rieron,riendo,reído
to laugh,reír,Indicativo,Indicative,Condicional,Conditional,I would laugh,reiría,reirías,reiría,reiríamos,reiríais,reirían,riendo,reído
to laugh,reír,Indicativo,Indicative,Presente perfecto,Present Perfect,I have laughed,he reído,has reído,ha reído,hemos reído,habéis reído,han reído,riendo,reído
to laugh,reír,Indicativo,Indicative,Futuro perfecto,Future Perfect,I will have laughed,habré reído,habrás reído,habrá reído,habremos reído,habréis reído,habrán reído,riendo,reído
to laugh,reír,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had laughed,había reído,habías reído,había reído,habíamos reído,habíais reído,habían reído,riendo,reído
to laugh,reír,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had laughed,hube reído,hubiste reído,hubo reído,hubimos reído,hubisteis reído,hubieron reído,riendo,reído
to laugh,reír,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have laughed,habría reído,habrías reído,habría reído,habríamos reído,habríais reído,habrían reído,riendo,reído
to laugh,reír,Subjuntivo,Subjunctive,Presente,Present,"I laugh, am laughing",ría,rías,ría,riamos,riáis,rían,riendo,reído
to laugh,reír,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I laughed, was laughing",riera,rieras,riera,riéramos,rierais,rieran,riendo,reído
to laugh,reír,Subjuntivo,Subjunctive,Futuro,Future,I will laugh,riere,rieres,riere,riéremos,riereis,rieren,riendo,reído
to laugh,reír,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,"I have laughed, laughed",haya reído,hayas reído,haya reído,hayamos reído,hayáis reído,hayan reído,riendo,reído
to laugh,reír,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,I will have laughed,hubiere reído,hubieres reído,hubiere reído,hubiéremos reído,hubiereis reído,hubieren reído,riendo,reído
to laugh,reír,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,I had laughed,hubiera reído,hubieras reído,hubiera reído,hubiéramos reído,hubierais reído,hubieran reído,riendo,reído
to laugh,reír,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,Laugh! Don't laugh!,,ríe,reíd,,ría,rían,riendo,reído
to laugh,reír,Imperativo Negativo,Imperative Negative,Presente,Present,Laugh! Don't laugh!,,no rías,no riais,,no ría,no rían,riendo,reído
to be reborn,renacer,Indicativo,Indicative,Presente,Present,"I am reborn, am being reborn",renazco,renaces,renace,renacemos,renacéis,renacen,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Futuro,Future,I will be reborn,renaceré,renacerás,renacerá,renaceremos,renaceréis,renacerán,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Imperfecto,Imperfect,"I was being reborn, used to be reborn, was reborn",renacía,renacías,renacía,renacíamos,renacíais,renacían,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Pretérito,Preterite,I was reborn,renací,renaciste,renació,renacimos,renacisteis,renacieron,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Condicional,Conditional,I would be reborn,renacería,renacerías,renacería,renaceríamos,renaceríais,renacerían,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Presente perfecto,Present Perfect,I have been reborn,he renacido,has renacido,ha renacido,hemos renacido,habéis renacido,han renacido,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Futuro perfecto,Future Perfect,I will have been reborn,habré renacido,habrás renacido,habrá renacido,habremos renacido,habréis renacido,habrán renacido,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,I had been reborn,había renacido,habías renacido,había renacido,habíamos renacido,habíais renacido,habían renacido,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),I had been reborn,hube renacido,hubiste renacido,hubo renacido,hubimos renacido,hubisteis renacido,hubieron renacido,renaciendo,renacido
to be reborn,renacer,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,I would have been reborn,habría renacido,habrías renacido,habría renacido,habríamos renacido,habríais renacido,habrían renacido,renaciendo,renacido
to be reborn,renacer,Subjuntivo,Subjunctive,Presente,Present,"I am reborn, am being reborn",renazca,renazcas,renazca,renazcamos,renazcáis,renazcan,renaciendo,renacido
to be reborn,renacer,Subjuntivo,Subjunctive,Imperfecto,Imperfect,"I was reborn, was being reborn",renaciera,renacieras,renaciera,renaciéramos,renacierais,renacieran,renaciendo,renacido
to be reborn,renacer,Subjuntivo,Subjunctive,Futuro,Future,I will be reborn,renaciere,renacieres,renaciere,renaciéremos,renaciereis,renacieren,renaciendo,renacido
to be reborn,renacer,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,"I have been reborn, was reborn",haya renacido,hayas renacido,haya renacido,hayamos renacido,hayáis renacido,hayan renacido,renaciendo,renacido
